/var/spool/slurm/slurmd/job480731/slurm_script: line 19: ./venv/bin/activate: No such file or directory
/home/sep4013/.conda/envs/lilac/lib/python3.13/site-packages/torchio/data/image.py:248: UserWarning: Using TorchIO images without a torchio.SubjectsLoader in PyTorch >= 2.3 might have unexpected consequences, e.g., the collated batches will be instances of torchio.Subject with 5D images. Replace your PyTorch DataLoader with a torchio.SubjectsLoader so that the collated batch becomes a dictionary, as expected. See https://github.com/TorchIO-project/torchio/issues/1179 for more context about this issue.
  warnings.warn(message, stacklevel=1)
/home/sep4013/.conda/envs/lilac/lib/python3.13/site-packages/torchio/transforms/transform.py:162: RuntimeWarning: Output shape (144, 145, 144) != target shape (np.int64(144), np.int64(144), np.int64(144)). Fixing with CropOrPad
  transformed = self.apply_transform(subject)
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11 954
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!11 316
 ----------------- Run Setup Summary -----------------
JOB NAME: lilac_rt_order_4
TASK: temporal_ordering
Target Attribute: timepoint
BACKBONE: cnn_3D
RUN MODE: train
Num of GPUs: 1
Num of Model Parameter: 109248
 ----------------- Training initiated -----------------

[Epoch 0/100] [Batch 0/238] [ loss: 0.731530 ] ETA: 1 day, 20:01:39.779892
[Epoch 0/100] [Batch 1/238] [ loss: 0.861679 ] ETA: 2 days, 0:01:38.052282
[Epoch 0/100] [Batch 16/238] [ loss: 2.550027 ] ETA: 1 day, 14:28:56.816723
[Epoch 0/100] [Batch 17/238] [ loss: 0.919442 ] ETA: 1 day, 20:48:04.927232
[Epoch 0/100] [Batch 18/238] [ loss: 3.324093 ] ETA: 1 day, 23:29:24.333069
[Epoch 0/100] [Batch 19/238] [ loss: 4.564256 ] ETA: 2 days, 0:55:41.791933
[Epoch 0/100] [Batch 20/238] [ loss: 4.845060 ] ETA: 1 day, 20:58:28.744907
[Epoch 0/100] [Batch 21/238] [ loss: 2.524552 ] ETA: 1 day, 23:00:28.461279
[Epoch 0/100] [Batch 22/238] [ loss: 7.177082 ] ETA: 1 day, 18:24:08.503109
[Epoch 0/100] [Batch 23/238] [ loss: 1.946518 ] ETA: 1 day, 22:26:09.707108
[Epoch 0/100] [Batch 24/238] [ loss: 3.218560 ] ETA: 2 days, 5:04:56.372276
[Epoch 0/100] [Batch 25/238] [ loss: 2.675521 ] ETA: 2 days, 1:13:03.235341
[Epoch 0/100] [Batch 26/238] [ loss: 0.558909 ] ETA: 2 days, 17:09:57.428563
[Epoch 0/100] [Batch 27/238] [ loss: 1.950522 ] ETA: 2 days, 0:50:00.716743
[Epoch 0/100] [Batch 28/238] [ loss: 5.498470 ] ETA: 1 day, 19:26:07.235736
[Epoch 0/100] [Batch 29/238] [ loss: 4.141422 ] ETA: 1 day, 13:04:36.426538
[Epoch 0/100] [Batch 30/238] [ loss: 2.262578 ] ETA: 1 day, 20:47:20.597651
[Epoch 0/100] [Batch 31/238] [ loss: 2.855043 ] ETA: 1 day, 20:40:14.917441
[Epoch 0/100] [Batch 32/238] [ loss: 8.783175 ] ETA: 1 day, 15:24:13.531197
[Epoch 0/100] [Batch 33/238] [ loss: 4.866609 ] ETA: 1 day, 18:05:40.231888
[Epoch 0/100] [Batch 34/238] [ loss: 2.984266 ] ETA: 1 day, 21:30:27.013414
[Epoch 0/100] [Batch 35/238] [ loss: 3.706871 ] ETA: 1 day, 20:50:33.684150
[Epoch 0/100] [Batch 36/238] [ loss: 1.186398 ] ETA: 1 day, 21:57:25.956973
[Epoch 0/100] [Batch 37/238] [ loss: 2.727663 ] ETA: 1 day, 13:55:16.007429
[Epoch 0/100] [Batch 38/238] [ loss: 2.102592 ] ETA: 1 day, 15:10:53.659333
[Epoch 0/100] [Batch 39/238] [ loss: 8.143686 ] ETA: 1 day, 20:40:31.111944
[Epoch 0/100] [Batch 40/238] [ loss: 2.208614 ] ETA: 1 day, 19:26:38.919296
[Epoch 0/100] [Batch 41/238] [ loss: 1.036633 ] ETA: 1 day, 15:57:00.907546
[Epoch 0/100] [Batch 42/238] [ loss: 3.112202 ] ETA: 1 day, 18:21:38.334616
[Epoch 0/100] [Batch 43/238] [ loss: 2.091953 ] ETA: 1 day, 18:27:40.756986
[Epoch 0/100] [Batch 44/238] [ loss: 1.273042 ] ETA: 1 day, 15:41:59.444118
[Epoch 0/100] [Batch 45/238] [ loss: 1.053422 ] ETA: 1 day, 21:51:44.036165
[Epoch 0/100] [Batch 46/238] [ loss: 0.975524 ] ETA: 1 day, 21:34:39.764585
[Epoch 0/100] [Batch 47/238] [ loss: 0.775828 ] ETA: 1 day, 18:56:55.193209
[Epoch 0/100] [Batch 48/238] [ loss: 1.379243 ] ETA: 1 day, 16:01:07.926386
[Epoch 0/100] [Batch 49/238] [ loss: 0.966351 ] ETA: 1 day, 19:34:33.022429
[Epoch 0/100] [Batch 50/238] [ loss: 1.421694 ] ETA: 1 day, 22:40:43.821752
[Epoch 0/100] [Batch 51/238] [ loss: 0.635904 ] ETA: 1 day, 19:50:34.068232
[Epoch 0/100] [Batch 52/238] [ loss: 1.574283 ] ETA: 1 day, 19:09:09.089890
[Epoch 0/100] [Batch 53/238] [ loss: 0.390296 ] ETA: 1 day, 13:16:56.967094
[Epoch 0/100] [Batch 54/238] [ loss: 1.701449 ] ETA: 1 day, 20:35:29.147779
[Epoch 0/100] [Batch 55/238] [ loss: 0.705450 ] ETA: 2 days, 0:00:17.160094
[Epoch 0/100] [Batch 56/238] [ loss: 0.771434 ] ETA: 1 day, 13:53:55.363220
[Epoch 0/100] [Batch 57/238] [ loss: 5.682708 ] ETA: 1 day, 16:13:01.996113
[Epoch 0/100] [Batch 58/238] [ loss: 2.651918 ] ETA: 2 days, 2:02:36.040848
[Epoch 0/100] [Batch 59/238] [ loss: 1.326487 ] ETA: 1 day, 20:47:43.697627
[Epoch 0/100] [Batch 60/238] [ loss: 0.747507 ] ETA: 1 day, 14:26:49.354501
[Epoch 0/100] [Batch 61/238] [ loss: 0.802313 ] ETA: 1 day, 18:19:56.107156
[Epoch 0/100] [Batch 62/238] [ loss: 1.014248 ] ETA: 1 day, 21:07:44.266656
[Epoch 0/100] [Batch 63/238] [ loss: 0.838759 ] ETA: 1 day, 19:36:41.658629
[Epoch 0/100] [Batch 64/238] [ loss: 0.550624 ] ETA: 2 days, 1:52:16.668005
[Epoch 0/100] [Batch 65/238] [ loss: 0.433319 ] ETA: 1 day, 17:33:09.260522
[Epoch 0/100] [Batch 66/238] [ loss: 1.164916 ] ETA: 1 day, 20:01:15.665097
[Epoch 0/100] [Batch 67/238] [ loss: 0.903003 ] ETA: 1 day, 18:51:39.383963
[Epoch 0/100] [Batch 68/238] [ loss: 0.785802 ] ETA: 1 day, 19:20:01.660683
[Epoch 0/100] [Batch 69/238] [ loss: 0.831550 ] ETA: 1 day, 20:38:29.949171
[Epoch 0/100] [Batch 70/238] [ loss: 0.539055 ] ETA: 1 day, 18:52:24.659908
[Epoch 0/100] [Batch 71/238] [ loss: 1.087151 ] ETA: 2 days, 3:39:28.407884
[Epoch 0/100] [Batch 72/238] [ loss: 1.427145 ] ETA: 1 day, 18:26:37.770687
[Epoch 0/100] [Batch 73/238] [ loss: 0.615080 ] ETA: 2 days, 2:12:45.201558
[Epoch 0/100] [Batch 74/238] [ loss: 1.988524 ] ETA: 2 days, 7:49:58.625385
[Epoch 0/100] [Batch 75/238] [ loss: 0.783904 ] ETA: 2 days, 3:17:46.234601
[Epoch 0/100] [Batch 76/238] [ loss: 0.688351 ] ETA: 1 day, 22:57:10.875504
[Epoch 0/100] [Batch 77/238] [ loss: 0.432006 ] ETA: 2 days, 6:09:00.380843
[Epoch 0/100] [Batch 78/238] [ loss: 0.950419 ] ETA: 1 day, 18:01:05.315595
[Epoch 0/100] [Batch 79/238] [ loss: 1.105531 ] ETA: 1 day, 22:44:41.481797
[Epoch 0/100] [Batch 80/238] [ loss: 0.645011 ] ETA: 1 day, 17:13:23.382740
[Epoch 0/100] [Batch 81/238] [ loss: 1.050343 ] ETA: 2 days, 1:01:41.968377
[Epoch 0/100] [Batch 82/238] [ loss: 2.212963 ] ETA: 1 day, 19:24:47.503554
[Epoch 0/100] [Batch 83/238] [ loss: 1.537088 ] ETA: 1 day, 19:27:12.360590
[Epoch 0/100] [Batch 84/238] [ loss: 1.569761 ] ETA: 2 days, 1:00:48.816818
[Epoch 0/100] [Batch 85/238] [ loss: 1.060737 ] ETA: 1 day, 16:06:11.945797
[Epoch 0/100] [Batch 86/238] [ loss: 0.905611 ] ETA: 2 days, 6:21:30.163490
[Epoch 0/100] [Batch 87/238] [ loss: 1.373980 ] ETA: 2 days, 5:50:38.232069
[Epoch 0/100] [Batch 88/238] [ loss: 0.637908 ] ETA: 2 days, 11:36:32.366432
[Epoch 0/100] [Batch 89/238] [ loss: 0.812914 ] ETA: 1 day, 23:42:42.646946
[Epoch 0/100] [Batch 90/238] [ loss: 0.642836 ] ETA: 1 day, 18:12:11.995254
[Epoch 0/100] [Batch 91/238] [ loss: 0.575560 ] ETA: 1 day, 23:02:14.928377
[Epoch 0/100] [Batch 92/238] [ loss: 0.695489 ] ETA: 2 days, 6:58:20.011052
[Epoch 0/100] [Batch 93/238] [ loss: 0.803795 ] ETA: 2 days, 4:12:16.897943
[Epoch 0/100] [Batch 94/238] [ loss: 0.734202 ] ETA: 1 day, 23:02:18.941144
[Epoch 0/100] [Batch 95/238] [ loss: 0.942318 ] ETA: 1 day, 23:46:59.091024
[Epoch 0/100] [Batch 96/238] [ loss: 1.519906 ] ETA: 2 days, 1:19:14.387506
[Epoch 0/100] [Batch 97/238] [ loss: 0.739796 ] ETA: 1 day, 22:12:46.882487
[Epoch 0/100] [Batch 98/238] [ loss: 0.579037 ] ETA: 1 day, 16:54:10.999820
[Epoch 0/100] [Batch 99/238] [ loss: 0.945221 ] ETA: 1 day, 22:38:07.896080
[Epoch 0/100] [Batch 100/238] [ loss: 2.419709 ] ETA: 2 days, 1:16:32.231655
[Epoch 0/100] [Batch 101/238] [ loss: 0.833297 ] ETA: 1 day, 22:31:55.913521
[Epoch 0/100] [Batch 102/238] [ loss: 1.157474 ] ETA: 2 days, 7:40:59.909960
[Epoch 0/100] [Batch 103/238] [ loss: 1.305125 ] ETA: 2 days, 14:57:49.501390
[Epoch 0/100] [Batch 104/238] [ loss: 0.648247 ] ETA: 1 day, 20:05:05.615097
[Epoch 0/100] [Batch 105/238] [ loss: 0.617610 ] ETA: 2 days, 9:18:56.747907
[Epoch 0/100] [Batch 106/238] [ loss: 0.656507 ] ETA: 2 days, 12:39:16.466047
[Epoch 0/100] [Batch 107/238] [ loss: 0.889741 ] ETA: 1 day, 21:44:51.223022
[Epoch 0/100] [Batch 108/238] [ loss: 0.830059 ] ETA: 1 day, 22:57:07.772921
[Epoch 0/100] [Batch 109/238] [ loss: 0.555269 ] ETA: 2 days, 5:07:09.115317
[Epoch 0/100] [Batch 110/238] [ loss: 0.736190 ] ETA: 2 days, 0:53:27.229657
[Epoch 0/100] [Batch 111/238] [ loss: 0.741699 ] ETA: 1 day, 13:50:01.775813
[Epoch 0/100] [Batch 112/238] [ loss: 0.842200 ] ETA: 1 day, 16:49:07.876230
[Epoch 0/100] [Batch 113/238] [ loss: 0.923525 ] ETA: 1 day, 21:18:51.552112
[Epoch 0/100] [Batch 114/238] [ loss: 1.069594 ] ETA: 2 days, 7:49:47.131765
[Epoch 0/100] [Batch 115/238] [ loss: 0.753790 ] ETA: 1 day, 19:28:14.172574
[Epoch 0/100] [Batch 116/238] [ loss: 0.585119 ] ETA: 1 day, 21:32:17.235764
[Epoch 0/100] [Batch 117/238] [ loss: 1.146180 ] ETA: 1 day, 19:34:02.828742
[Epoch 0/100] [Batch 118/238] [ loss: 0.784060 ] ETA: 1 day, 18:26:32.975591
[Epoch 0/100] [Batch 119/238] [ loss: 1.164745 ] ETA: 2 days, 5:44:38.824968
[Epoch 0/100] [Batch 120/238] [ loss: 0.756925 ] ETA: 2 days, 2:24:20.683746
[Epoch 0/100] [Batch 121/238] [ loss: 1.019689 ] ETA: 1 day, 19:58:52.830577
[Epoch 0/100] [Batch 122/238] [ loss: 0.649828 ] ETA: 2 days, 3:24:16.312741
[Epoch 0/100] [Batch 123/238] [ loss: 0.776816 ] ETA: 2 days, 6:35:19.403703
[Epoch 0/100] [Batch 124/238] [ loss: 0.620593 ] ETA: 2 days, 1:02:39.135169
[Epoch 0/100] [Batch 125/238] [ loss: 0.681410 ] ETA: 2 days, 1:07:08.515303
[Epoch 0/100] [Batch 126/238] [ loss: 0.741899 ] ETA: 1 day, 20:42:47.581034
[Epoch 0/100] [Batch 127/238] [ loss: 0.691991 ] ETA: 1 day, 20:23:21.814397
[Epoch 0/100] [Batch 128/238] [ loss: 1.333817 ] ETA: 1 day, 20:39:12.141539
[Epoch 0/100] [Batch 129/238] [ loss: 0.780142 ] ETA: 1 day, 17:48:43.408526
[Epoch 0/100] [Batch 130/238] [ loss: 0.861387 ] ETA: 1 day, 18:53:37.293878
[Epoch 0/100] [Batch 131/238] [ loss: 0.825884 ] ETA: 1 day, 19:27:12.900877
[Epoch 0/100] [Batch 132/238] [ loss: 0.830133 ] ETA: 1 day, 18:43:22.827051
[Epoch 0/100] [Batch 133/238] [ loss: 0.644019 ] ETA: 2 days, 1:49:57.291428
[Epoch 0/100] [Batch 134/238] [ loss: 0.716244 ] ETA: 1 day, 17:55:15.212223
[Epoch 0/100] [Batch 135/238] [ loss: 0.695188 ] ETA: 1 day, 15:34:53.891425
[Epoch 0/100] [Batch 136/238] [ loss: 0.652794 ] ETA: 1 day, 23:45:18.934273
[Epoch 0/100] [Batch 137/238] [ loss: 0.553019 ] ETA: 2 days, 7:05:37.691279
[Epoch 0/100] [Batch 138/238] [ loss: 0.945611 ] ETA: 2 days, 4:04:02.571518
[Epoch 0/100] [Batch 139/238] [ loss: 0.558466 ] ETA: 1 day, 21:40:51.555496
[Epoch 0/100] [Batch 140/238] [ loss: 0.685716 ] ETA: 2 days, 18:35:51.290350
[Epoch 0/100] [Batch 141/238] [ loss: 0.723495 ] ETA: 1 day, 16:14:09.157581
[Epoch 0/100] [Batch 142/238] [ loss: 0.756718 ] ETA: 1 day, 18:13:46.903051
[Epoch 0/100] [Batch 143/238] [ loss: 0.614231 ] ETA: 2 days, 0:16:19.904632
[Epoch 0/100] [Batch 144/238] [ loss: 0.821040 ] ETA: 2 days, 0:28:46.636457
[Epoch 0/100] [Batch 145/238] [ loss: 0.845016 ] ETA: 1 day, 23:16:45.077709
[Epoch 0/100] [Batch 146/238] [ loss: 0.678519 ] ETA: 1 day, 15:02:29.483009
[Epoch 0/100] [Batch 147/238] [ loss: 0.847152 ] ETA: 1 day, 20:52:09.235518
[Epoch 0/100] [Batch 148/238] [ loss: 0.631307 ] ETA: 1 day, 16:53:26.539953
[Epoch 0/100] [Batch 149/238] [ loss: 0.774478 ] ETA: 1 day, 17:30:28.937054
[Epoch 0/100] [Batch 150/238] [ loss: 0.763668 ] ETA: 1 day, 22:58:58.122725
[Epoch 0/100] [Batch 151/238] [ loss: 0.624270 ] ETA: 1 day, 19:37:04.006038
[Epoch 0/100] [Batch 152/238] [ loss: 0.611056 ] ETA: 1 day, 17:29:21.675377
[Epoch 0/100] [Batch 153/238] [ loss: 0.684279 ] ETA: 1 day, 15:19:34.453420
[Epoch 0/100] [Batch 154/238] [ loss: 0.529090 ] ETA: 2 days, 2:28:41.419809
[Epoch 0/100] [Batch 155/238] [ loss: 0.825585 ] ETA: 1 day, 20:28:18.889121
[Epoch 0/100] [Batch 156/238] [ loss: 0.851981 ] ETA: 1 day, 20:55:52.501178
[Epoch 0/100] [Batch 157/238] [ loss: 0.568638 ] ETA: 2 days, 1:05:45.808192
[Epoch 0/100] [Batch 158/238] [ loss: 0.682821 ] ETA: 1 day, 20:29:25.240439
[Epoch 0/100] [Batch 159/238] [ loss: 0.963478 ] ETA: 1 day, 19:05:22.982163
[Epoch 0/100] [Batch 160/238] [ loss: 0.723198 ] ETA: 1 day, 19:54:11.361265
[Epoch 0/100] [Batch 161/238] [ loss: 0.735264 ] ETA: 1 day, 21:52:34.415140
[Epoch 0/100] [Batch 162/238] [ loss: 0.751892 ] ETA: 1 day, 19:37:43.091543
[Epoch 0/100] [Batch 163/238] [ loss: 0.667476 ] ETA: 2 days, 22:23:30.793827
[Epoch 0/100] [Batch 164/238] [ loss: 0.489108 ] ETA: 1 day, 20:21:35.332390
[Epoch 0/100] [Batch 165/238] [ loss: 0.563070 ] ETA: 1 day, 18:28:53.366582
[Epoch 0/100] [Batch 166/238] [ loss: 1.046631 ] ETA: 1 day, 20:44:02.484770
[Epoch 0/100] [Batch 167/238] [ loss: 0.749792 ] ETA: 1 day, 18:33:49.767545
[Epoch 0/100] [Batch 168/238] [ loss: 0.696479 ] ETA: 1 day, 17:45:08.481705
[Epoch 0/100] [Batch 169/238] [ loss: 0.711394 ] ETA: 1 day, 18:05:20.128262
[Epoch 0/100] [Batch 170/238] [ loss: 0.734258 ] ETA: 1 day, 15:00:16.556554
[Epoch 0/100] [Batch 171/238] [ loss: 0.671424 ] ETA: 1 day, 21:47:19.516800
[Epoch 0/100] [Batch 172/238] [ loss: 0.990129 ] ETA: 1 day, 21:14:00.265506
[Epoch 0/100] [Batch 173/238] [ loss: 0.793583 ] ETA: 1 day, 22:36:11.819236
[Epoch 0/100] [Batch 174/238] [ loss: 0.691355 ] ETA: 1 day, 14:16:14.834377
[Epoch 0/100] [Batch 175/238] [ loss: 1.169788 ] ETA: 1 day, 19:44:06.063727
[Epoch 0/100] [Batch 176/238] [ loss: 0.770444 ] ETA: 1 day, 17:35:07.544069
[Epoch 0/100] [Batch 177/238] [ loss: 0.683290 ] ETA: 1 day, 23:40:07.940747
[Epoch 0/100] [Batch 178/238] [ loss: 0.617677 ] ETA: 1 day, 19:11:11.291820
[Epoch 0/100] [Batch 179/238] [ loss: 0.909194 ] ETA: 1 day, 19:34:54.994925
[Epoch 0/100] [Batch 180/238] [ loss: 0.762159 ] ETA: 2 days, 1:45:18.990335
[Epoch 0/100] [Batch 181/238] [ loss: 0.675362 ] ETA: 2 days, 0:48:21.839794
[Epoch 0/100] [Batch 182/238] [ loss: 0.660078 ] ETA: 1 day, 20:14:42.122231
[Epoch 0/100] [Batch 183/238] [ loss: 0.731590 ] ETA: 1 day, 15:29:47.706906
[Epoch 0/100] [Batch 184/238] [ loss: 0.674122 ] ETA: 1 day, 22:29:27.051178
[Epoch 0/100] [Batch 185/238] [ loss: 0.586416 ] ETA: 1 day, 19:10:33.975447
[Epoch 0/100] [Batch 186/238] [ loss: 0.739690 ] ETA: 1 day, 21:57:24.324124
[Epoch 0/100] [Batch 187/238] [ loss: 0.732784 ] ETA: 1 day, 14:51:36.462411
[Epoch 0/100] [Batch 188/238] [ loss: 0.686063 ] ETA: 1 day, 13:55:04.341707
[Epoch 0/100] [Batch 189/238] [ loss: 0.642002 ] ETA: 1 day, 18:51:43.617655
[Epoch 0/100] [Batch 190/238] [ loss: 0.668751 ] ETA: 1 day, 19:15:54.002037
[Epoch 0/100] [Batch 191/238] [ loss: 0.953877 ] ETA: 2 days, 0:19:17.000471
[Epoch 0/100] [Batch 192/238] [ loss: 0.506014 ] ETA: 1 day, 21:17:49.519554
[Epoch 0/100] [Batch 193/238] [ loss: 0.618172 ] ETA: 1 day, 23:25:20.755516
[Epoch 0/100] [Batch 194/238] [ loss: 0.730307 ] ETA: 1 day, 10:25:45.429570
[Epoch 0/100] [Batch 195/238] [ loss: 0.664398 ] ETA: 1 day, 22:30:33.803400
[Epoch 0/100] [Batch 196/238] [ loss: 0.840649 ] ETA: 1 day, 18:25:16.884584
[Epoch 0/100] [Batch 197/238] [ loss: 0.635696 ] ETA: 1 day, 18:09:50.234460
[Epoch 0/100] [Batch 198/238] [ loss: 0.655577 ] ETA: 1 day, 20:16:06.474040
[Epoch 0/100] [Batch 199/238] [ loss: 0.783044 ] ETA: 1 day, 15:21:49.923528
[Epoch 0/100] [Batch 200/238] [ loss: 0.909039 ] ETA: 1 day, 12:22:34.746342
[Epoch 0/100] [Batch 201/238] [ loss: 1.091870 ] ETA: 1 day, 19:48:41.442082
[Epoch 0/100] [Batch 202/238] [ loss: 0.749546 ] ETA: 1 day, 17:39:15.714655
[Epoch 0/100] [Batch 203/238] [ loss: 0.957926 ] ETA: 1 day, 17:34:58.948438
[Epoch 0/100] [Batch 204/238] [ loss: 0.951384 ] ETA: 1 day, 18:55:03.893070
[Epoch 0/100] [Batch 205/238] [ loss: 0.738504 ] ETA: 1 day, 15:01:09.789877
[Epoch 0/100] [Batch 206/238] [ loss: 0.647775 ] ETA: 1 day, 22:44:49.451781
[Epoch 0/100] [Batch 207/238] [ loss: 0.663412 ] ETA: 1 day, 18:14:41.774092
[Epoch 0/100] [Batch 208/238] [ loss: 0.851844 ] ETA: 1 day, 19:09:03.550673
[Epoch 0/100] [Batch 209/238] [ loss: 0.590789 ] ETA: 2 days, 0:01:16.598850
[Epoch 0/100] [Batch 210/238] [ loss: 0.568509 ] ETA: 1 day, 13:57:45.941582
[Epoch 0/100] [Batch 211/238] [ loss: 0.853500 ] ETA: 1 day, 18:54:10.184197
[Epoch 0/100] [Batch 212/238] [ loss: 0.596890 ] ETA: 1 day, 19:41:09.486812
[Epoch 0/100] [Batch 213/238] [ loss: 0.609048 ] ETA: 1 day, 20:13:36.276483
[Epoch 0/100] [Batch 214/238] [ loss: 0.779237 ] ETA: 1 day, 15:47:23.883868
[Epoch 0/100] [Batch 215/238] [ loss: 0.605467 ] ETA: 1 day, 18:08:55.583214
[Epoch 0/100] [Batch 216/238] [ loss: 0.607838 ] ETA: 1 day, 18:27:19.035484
[Epoch 0/100] [Batch 217/238] [ loss: 0.721294 ] ETA: 1 day, 20:06:10.109080
[Epoch 0/100] [Batch 218/238] [ loss: 0.572695 ] ETA: 1 day, 22:22:02.370949
[Epoch 0/100] [Batch 219/238] [ loss: 1.306121 ] ETA: 1 day, 19:51:49.178486
[Epoch 0/100] [Batch 220/238] [ loss: 0.671700 ] ETA: 1 day, 13:33:51.786633
[Epoch 0/100] [Batch 221/238] [ loss: 0.722801 ] ETA: 1 day, 19:36:39.646131
[Epoch 0/100] [Batch 222/238] [ loss: 1.160428 ] ETA: 1 day, 22:59:48.760211
[Epoch 0/100] [Batch 223/238] [ loss: 1.028946 ] ETA: 1 day, 22:26:01.844231
[Epoch 0/100] [Batch 224/238] [ loss: 0.487591 ] ETA: 1 day, 22:18:26.865143
[Epoch 0/100] [Batch 225/238] [ loss: 0.901024 ] ETA: 1 day, 23:23:52.127106
[Epoch 0/100] [Batch 226/238] [ loss: 0.625537 ] ETA: 1 day, 19:33:44.650339
[Epoch 0/100] [Batch 227/238] [ loss: 0.660940 ] ETA: 1 day, 23:11:50.040578
[Epoch 0/100] [Batch 228/238] [ loss: 0.614284 ] ETA: 1 day, 21:14:53.239368
[Epoch 0/100] [Batch 229/238] [ loss: 0.757270 ] ETA: 1 day, 19:10:27.603485
[Epoch 0/100] [Batch 230/238] [ loss: 0.907362 ] ETA: 1 day, 17:34:02.681375
[Epoch 0/100] [Batch 231/238] [ loss: 0.786449 ] ETA: 1 day, 20:17:41.662309
[Epoch 0/100] [Batch 232/238] [ loss: 0.626567 ] ETA: 2 days, 10:42:28.163326
[Epoch 0/100] [Batch 233/238] [ loss: 1.038227 ] ETA: 1 day, 20:50:30.846169
[Epoch 0/100] [Batch 234/238] [ loss: 0.793752 ] ETA: 1 day, 19:31:51.199714
[Epoch 0/100] [Batch 235/238] [ loss: 0.757438 ] ETA: 1 day, 20:18:57.751969
[Epoch 0/100] [Batch 236/238] [ loss: 0.597014 ] ETA: 1 day, 15:30:22.259160
[Epoch 0/100] [Batch 237/238] [ loss: 0.683459 ] ETA: 1 day, 21:04:32.978599
Validating... Step 237/238 / Epoch 0/100 - 0.3572 sec/step - train loss: 1.2394e+00  - val loss: 7.2720e-01

[Epoch 1/100] [Batch 0/238] [ loss: 0.663210 ] ETA: 128 days, 0:01:15.056615
[Epoch 1/100] [Batch 1/238] [ loss: 0.734897 ] ETA: 1 day, 14:37:02.389683
[Epoch 1/100] [Batch 2/238] [ loss: 0.652963 ] ETA: 1 day, 20:53:27.970343
[Epoch 1/100] [Batch 3/238] [ loss: 0.741114 ] ETA: 1 day, 22:37:33.667939
[Epoch 1/100] [Batch 4/238] [ loss: 0.795805 ] ETA: 1 day, 17:25:12.814539
[Epoch 1/100] [Batch 5/238] [ loss: 0.827860 ] ETA: 1 day, 20:18:03.327080
[Epoch 1/100] [Batch 6/238] [ loss: 0.725824 ] ETA: 1 day, 12:10:30.313871
[Epoch 1/100] [Batch 7/238] [ loss: 0.733412 ] ETA: 1 day, 14:48:59.450746
